Event Code,Date/Time         (Local),DecLat,DecLong,Port     Obs,Stbd     Obs,Ship Heading Tru,Best,Effort (ON/OFF),Transect (ON/OFF),Comments
PINN,7/14/2015 12:59,32.27533,-120.24917,AD,KW,62,1,On,On,unidentified pinniped
PINN,7/14/2015 13:16,32.29967,-120.20033,AD,KW,60,1,On,On,
W,7/14/2015 13:16,32.29967,-120.20033,AD,KW,60,1,On,On,
OO,7/14/2015 14:12,32.38533,-120.02167,KW,KW,64,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
W,7/14/2015 14:12,32.38533,-120.02167,KW,KW,64,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
PINN,7/14/2015 14:26,32.40617,-119.97933,KW,KW,62,1,Off,On,
W,7/14/2015 14:26,32.40617,-119.97933,KW,KW,62,1,Off,On,
ET,7/14/2015 14:32,32.4145,-119.96283,KW,KW,,,Off,On,On station 90/60.  
ST,7/14/2015 17:40,32.41233,-119.97733,AD,KW,62,,On,On,"Leaving station 90/60, going to station 90/53.  Array deployed."
W,7/14/2015 17:40,32.41233,-119.97733,AD,KW,62,,On,On,"Leaving station 90/60, going to station 90/53.  Array deployed."
PINN,7/14/2015 18:04,32.45,-119.901,AD,KW,62,2,On,On,
W,7/14/2015 18:04,32.45,-119.901,AD,KW,62,2,On,On,
PINN,7/14/2015 18:04,32.45,-119.901,AD,KW,62,1,On,On,pup-sized animal
SB,7/14/2015 18:21,32.4745,-119.8485,AD,KW,62,7,On,On,
SE,7/14/2015 18:21,32.4745,-119.8485,AD,KW,62,7,On,On,
W,7/14/2015 18:21,32.4745,-119.8485,AD,KW,62,7,On,On,
PINN,7/14/2015 18:44,32.50917,-119.7785,AD,KW,62,1,On,On,
PINN,7/14/2015 18:49,32.51683,-119.7645,AD,KW,62,1,On,On,
SB,7/14/2015 18:49,32.51683,-119.7645,AD,KW,62,1,On,On,
SE,7/14/2015 18:49,32.51683,-119.7645,AD,KW,62,1,On,On,
W,7/14/2015 18:49,32.51683,-119.7645,AD,KW,62,1,On,On,
T,7/14/2015 18:49,32.51683,-119.7645,AD,KW,62,1,On,On,unidentified turtle
SB,7/14/2015 19:30,32.57783,-119.63983,AD,KW,62,14,On,On,sighting continued through 19:53 (local DSTime)
SE,7/14/2015 19:30,32.57783,-119.63983,AD,KW,62,14,On,On,sighting continued through 19:53 (local DSTime)
W,7/14/2015 19:30,32.57783,-119.63983,AD,KW,62,14,On,On,sighting continued through 19:53 (local DSTime)
SB,7/14/2015 19:43,32.59717,-119.59917,AD,KW,62,2,On,On,
SE,7/14/2015 19:43,32.59717,-119.59917,AD,KW,62,2,On,On,
W,7/14/2015 19:43,32.59717,-119.59917,AD,KW,62,2,On,On,
SB,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,25,On,On,
SE,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,25,On,On,
W,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,25,On,On,
SB,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,1,On,On,
SE,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,1,On,On,
W,7/14/2015 19:45,32.60117,-119.5905,AD,KW,62,1,On,On,
E,7/14/2015 19:54,32.61417,-119.56283,AD,KW,,,Off,On,End of day.  Sunset.  End nearing station 90/53.
ET,7/14/2015 19:54,32.61417,-119.56283,AD,KW,,,Off,On,End of day.  Sunset.  End nearing station 90/53.
B,7/15/2015 9:10,33.18567,-118.3735,KW,AD,50,,On,On,"Begin day.  Leaving station 90/37, going to station 90/35.  No array deployed (~8 nmi transit)."
ST,7/15/2015 9:10,33.18567,-118.3735,KW,AD,50,,On,On,"Begin day.  Leaving station 90/37, going to station 90/35.  No array deployed (~8 nmi transit)."
W,7/15/2015 9:10,33.18567,-118.3735,KW,AD,50,,On,On,"Begin day.  Leaving station 90/37, going to station 90/35.  No array deployed (~8 nmi transit)."
OO,7/15/2015 9:38,33.23417,-118.2835,KW,KW,60,,Off,On,AD down to deploy sonobuoys.  One observer on.
W,7/15/2015 9:38,33.23417,-118.2835,KW,KW,60,,Off,On,AD down to deploy sonobuoys.  One observer on.
ET,7/15/2015 9:48,33.25117,-118.24983,KW,KW,,,Off,On,On station 90/35.
ST,7/15/2015 12:12,33.24533,-118.24717,KW,AD,60,,On,On,"Leaving station 90/35, going to station 90/30.  Array deployed."
SB,7/15/2015 12:42,33.29317,-118.14583,KW,AD,60,1,On,On,
SE,7/15/2015 12:42,33.29317,-118.14583,KW,AD,60,1,On,On,
W,7/15/2015 12:42,33.29317,-118.14583,KW,AD,60,1,On,On,
SB,7/15/2015 12:55,33.3075,-118.09867,KW,AD,60,1,On,On,"most likely a minke whale, based on size and shape of dorsal fin"
ST,7/15/2015 12:55,33.3075,-118.09867,KW,AD,60,1,On,On,"most likely a minke whale, based on size and shape of dorsal fin"
W,7/15/2015 12:55,33.3075,-118.09867,KW,AD,60,1,On,On,"most likely a minke whale, based on size and shape of dorsal fin"
OO,7/15/2015 13:35,33.3795,-117.96583,KW,KW,60,,Off,On,AD down to retrieve array.  2 sonobuoys deployed.
PINN,7/15/2015 13:54,33.41767,-117.90533,KW,AD,60,9,On,On,Accumulative ZaCa count within 50 miles of shore.
ET,7/15/2015 13:54,33.41767,-117.90533,KW,KW,,,Off,On,On station 90/30.  
ST,7/15/2015 16:10,33.39267,-117.90183,KW,AD,60,,On,On,"Leaving station 90/30, going to station 90/28.  No array deployed."
SB,7/15/2015 16:20,33.41333,-117.86133,KW,AD,60,1,On,On,
SE,7/15/2015 16:20,33.41333,-117.86133,KW,AD,60,1,On,On,
W,7/15/2015 16:20,33.41333,-117.86133,KW,AD,60,1,On,On,
OO,7/15/2015 16:53,33.46367,-117.7925,KW,KW,60,,Off,On,AD down to deploy 2 sonobuoys.  One observer on.
W,7/15/2015 16:53,33.46367,-117.7925,KW,KW,60,,Off,On,AD down to deploy 2 sonobuoys.  One observer on.
SB,7/15/2015 16:59,33.47533,-117.77667,KW,KW,60,48,Off,On,
SE,7/15/2015 16:59,33.47533,-117.77667,KW,KW,60,48,Off,On,
W,7/15/2015 16:59,33.47533,-117.77667,KW,KW,60,48,Off,On,
E,7/15/2015 17:08,33.48483,-117.76967,KW,KW,60,1,Off,On,On station 90/28.  End of day.
ET,7/15/2015 17:08,33.48483,-117.76967,KW,KW,60,1,Off,On,On station 90/28.
SB,7/15/2015 17:08,33.48483,-117.76967,KW,KW,60,1,Off,On,On station 90/28.
SE,7/15/2015 17:08,33.48483,-117.76967,KW,KW,60,1,Off,On,On station 90/28.
W,7/15/2015 17:08,33.48483,-117.76967,KW,KW,60,1,Off,On,On station 90/28.
B,7/16/2015 6:03,33.72783,-118.80333,AD,KW,240,,On,On,Begin day.  Mid-transit to station 87/40.  Array deployed.
ST,7/16/2015 6:03,33.72783,-118.80333,AD,KW,240,,On,On,Begin day.  Mid-transit to station 87/40.  Array deployed.
W,7/16/2015 6:03,33.72783,-118.80333,AD,KW,240,,On,On,Begin day.  Mid-transit to station 87/40.  Array deployed.
OO,7/16/2015 6:42,33.67167,-118.935,KW,KW,240,,Off,On,AD down to retrieve array.  One observer on.  Two sonobuoys deployed.
ET,7/16/2015 6:54,33.65733,-118.97633,KW,KW,,,Off,On,On station 87/40.
ST,7/16/2015 9:13,33.65633,-118.97783,AD,KW,240,,On,On,"Leaving station 87/40, going to station 87/45.  Array deployed."
W,7/16/2015 9:13,33.65633,-118.97783,AD,KW,240,,On,On,"Leaving station 87/40, going to station 87/45.  Array deployed."
SH,7/16/2015 9:28,33.62967,-119.02633,AD,KW,240,1,On,On,Large container ship.
SB,7/16/2015 9:46,33.5995,-119.07867,AD,KW,230,13,On,On,
SE,7/16/2015 9:46,33.5995,-119.07867,AD,KW,230,13,On,On,
W,7/16/2015 9:46,33.5995,-119.07867,AD,KW,230,13,On,On,
SB,7/16/2015 10:04,33.5755,-119.134,AD,KW,230,16,On,On,photos are only of sea lions who were with the dolphins (no photos of dolphins)
SE,7/16/2015 10:04,33.5755,-119.134,AD,KW,230,16,On,On,photos are only of sea lions who were with the dolphins (no photos of dolphins)
W,7/16/2015 10:04,33.5755,-119.134,AD,KW,230,16,On,On,photos are only of sea lions who were with the dolphins (no photos of dolphins)
SB,7/16/2015 10:12,33.56333,-119.15983,AD,KW,230,1,On,On,
SE,7/16/2015 10:12,33.56333,-119.15983,AD,KW,230,1,On,On,
W,7/16/2015 10:12,33.56333,-119.15983,AD,KW,230,1,On,On,
SB,7/16/2015 10:40,33.52053,-119.25143,AD,KW,230,300,On,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
SE,7/16/2015 10:40,33.52053,-119.25143,AD,KW,230,300,On,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
W,7/16/2015 10:40,33.52053,-119.25143,AD,KW,230,300,On,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
OO,7/16/2015 10:40,33.52053,-119.25143,KW,KW,230,,Off,On,
PINN,7/16/2015 10:48,33.50869,-119.27794,AD,KW,230,58,On,On,Accumulative ZaCa count near land.
ET,7/16/2015 10:48,33.50869,-119.27794,KW,KW,,,Off,On,On station 87/45.
C,7/16/2015 13:16,33.43283,-119.33667,KW,KW,180,,Off,Off,Navy kicked us out of the area for live-fire exercises.  Delaying science until 18:00 local time (DST).  Heading to San Nicolas Island to fish while killing time. 
ST,7/16/2015 17:27,33.29683,-119.3885,AD,KW,350,,On,Off,"Leaving San Nicolas island, going to station 87/50.  No array.  Off transect.  Opportunistic observations."
W,7/16/2015 17:27,33.29683,-119.3885,AD,KW,350,,On,Off,"Leaving San Nicolas island, going to station 87/50.  No array.  Off transect.  Opportunistic observations."
SB,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,1,On,Off,
SE,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,1,On,Off,
W,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,1,On,Off,
SB,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,6,On,Off,observed this group for 20 minutes.
SE,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,6,On,Off,observed this group for 20 minutes.
W,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,6,On,Off,observed this group for 20 minutes.
SB,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,1,On,Off,
SE,7/16/2015 17:39,33.32389,-119.41743,AD,KW,180,1,On,Off,
C,7/16/2015 17:50,33.34729,-119.44286,AD,KW,320,70,On,Off,observed for 15 minutes.  Note change in course to get to station 87.50 after coming around San Nicolas Island.
SB,7/16/2015 17:50,33.34729,-119.44286,AD,KW,320,70,On,Off,observed for 15 minutes
SE,7/16/2015 17:50,33.34729,-119.44286,AD,KW,320,70,On,Off,observed for 15 minutes
W,7/16/2015 17:50,33.34729,-119.44286,AD,KW,320,70,On,Off,observed for 15 minutes
C,7/16/2015 18:51,33.32485,-119.65262,AD,KW,260,1,On,Off,most likely Bp.  Note another change in course.
SB,7/16/2015 18:51,33.32485,-119.65262,AD,KW,260,1,On,Off,most likely Bp.  Note another change in course.
SE,7/16/2015 18:51,33.32485,-119.65262,AD,KW,260,1,On,Off,most likely Bp.  Note another change in course.
W,7/16/2015 18:51,33.32485,-119.65262,AD,KW,260,1,On,Off,most likely Bp.  Note another change in course.
ZaCa,7/16/2015 18:54,33.32329,-119.66062,AD,KW,260,15,On,Off,Accumulative ZaCa count near land.
E,7/16/2015 18:54,33.32329,-119.66062,AD,KW,,,Off,On,On station 87/50.  Non sonobuoys (MPA).
ET,7/16/2015 18:54,33.32329,-119.66062,AD,KW,,,Off,On,On station 87/50.  Non sonobuoys (MPA).
B,7/17/2015 12:21,34.13683,-119.233,KW,AD,273,,On,Off,"Begin day.  In Port Hueneme.  Broken freezer is now repaired.  Underway, non-standard SCOOS 83/39.4."
ST,7/17/2015 12:21,34.13683,-119.233,KW,AD,273,,On,Off,"Begin day.  In Port Hueneme.  Broken freezer is now repaired.  Underway, non-standard SCOOS 83/39.4."
W,7/17/2015 12:21,34.13683,-119.233,KW,AD,273,,On,Off,"Begin day.  In Port Hueneme.  Broken freezer is now repaired.  Underway, non-standard SCOOS 83/39.4."
SB,7/17/2015 12:36,34.16083,-119.28783,KW,AD,330,11,On,Off,
SE,7/17/2015 12:36,34.16083,-119.28783,KW,AD,330,11,On,Off,
W,7/17/2015 12:36,34.16083,-119.28783,KW,AD,330,11,On,Off,
SB,7/17/2015 12:47,34.18517,-119.30033,KW,AD,340,4,On,Off,
SE,7/17/2015 12:47,34.18517,-119.30033,KW,AD,340,4,On,Off,
W,7/17/2015 12:47,34.18517,-119.30033,KW,AD,340,4,On,Off,
XT,7/17/2015 13:00,34.20983,-119.31033,KW,AD,340,,Off,Off,Slowed ship speed for discussions with Navy about areas in which we can work.
RT,7/17/2015 13:15,34.18667,-119.33233,KW,AD,210,,On,Off,Navy restriction now requires us to head to 87/60 & skip inshore SCOOS that were originally planned.
SB,7/17/2015 13:53,34.0865,-119.41483,KW,AD,220,28,On,Off,
SE,7/17/2015 13:53,34.0865,-119.41483,KW,AD,220,28,On,Off,
W,7/17/2015 13:53,34.0865,-119.41483,KW,AD,220,28,On,Off,
SB,7/17/2015 13:56,34.07833,-119.42317,KW,AD,220,3,On,Off,
SE,7/17/2015 13:56,34.07833,-119.42317,KW,AD,220,3,On,Off,
W,7/17/2015 13:56,34.07833,-119.42317,KW,AD,220,3,On,Off,
SB,7/17/2015 14:25,34.0015,-119.49767,KW,AD,220,125,On,Off,
SE,7/17/2015 14:25,34.0015,-119.49767,KW,AD,220,125,On,Off,
W,7/17/2015 14:25,34.0015,-119.49767,KW,AD,220,125,On,Off,
OO,7/17/2015 14:25,34.0015,-119.49767,KW,KW,,,Off,Off,AD down to deploy array.  One observer on.
PINN,7/17/2015 14:25,34.0015,-119.49767,KW,AD,220,36,On,Off,Accumulative ZaCa count nearshore.  AD down to deploy array.  One observer on.
SB,7/17/2015 14:45,33.9485,-119.5445,KW,KW,210,17,Off,Off,
SE,7/17/2015 14:45,33.9485,-119.5445,KW,KW,210,17,Off,Off,
W,7/17/2015 14:45,33.9485,-119.5445,KW,KW,210,17,Off,Off,
OB,7/17/2015 14:55,33.91883,-119.564,KW,AD,210,,On,Off,Two observers on.  Array still deployed.
SB,7/17/2015 15:40,33.80033,-119.65683,KW,AD,210,1,On,Off,
SE,7/17/2015 15:40,33.80033,-119.65683,KW,AD,210,1,On,Off,
W,7/17/2015 15:40,33.80033,-119.65683,KW,AD,210,1,On,Off,
SB,7/17/2015 16:04,33.73533,-119.71317,KW,AD,210,2,On,Off,
SE,7/17/2015 16:04,33.73533,-119.71317,KW,AD,210,2,On,Off,
W,7/17/2015 16:04,33.73533,-119.71317,KW,AD,210,2,On,Off,
SB,7/17/2015 16:40,33.64033,-119.79433,KW,AD,210,1,On,Off,
SE,7/17/2015 16:40,33.64033,-119.79433,KW,AD,210,1,On,Off,
W,7/17/2015 16:40,33.64033,-119.79433,KW,AD,210,1,On,Off,
SB,7/17/2015 16:42,33.63617,-119.79767,KW,AD,210,1,On,Off,
SE,7/17/2015 16:42,33.63617,-119.79767,KW,AD,210,1,On,Off,
W,7/17/2015 16:42,33.63617,-119.79767,KW,AD,210,1,On,Off,
ET,7/17/2015 17:11,33.56033,-119.866,KW,AD,,,Off,Off,dinner break for both observers
ST,7/17/2015 18:16,33.391,-120.004,KW,AD,210,,On,Off,Both observers back on effort.
SB,7/17/2015 18:23,33.36383,-120.02617,KW,AD,210,1,On,Off,
SE,7/17/2015 18:23,33.36383,-120.02617,KW,AD,210,1,On,Off,
W,7/17/2015 18:23,33.36383,-120.02617,KW,AD,210,1,On,Off,
SB,7/17/2015 18:52,33.28833,-120.09933,KW,AD,210,1,On,Off,
SE,7/17/2015 18:52,33.28833,-120.09933,KW,AD,210,1,On,Off,
W,7/17/2015 18:52,33.28833,-120.09933,KW,AD,210,1,On,Off,
SH,7/17/2015 18:52,33.28833,-120.09933,KW,AD,210,,On,Off,one large ship
SB,7/17/2015 19:18,33.22183,-120.15833,KW,AD,210,8,On,Off,
SE,7/17/2015 19:18,33.22183,-120.15833,KW,AD,210,8,On,Off,
W,7/17/2015 19:18,33.22183,-120.15833,KW,AD,210,8,On,Off,
SB,7/17/2015 19:31,33.18583,-120.18583,KW,AD,210,2,On,Off,
SE,7/17/2015 19:31,33.18583,-120.18583,KW,AD,210,2,On,Off,
W,7/17/2015 19:31,33.18583,-120.18583,KW,AD,210,2,On,Off,
E,7/17/2015 20:00,33.10683,-120.249,KW,AD,,,Off,Off,Sunset.  End of day.  Ending mid-transit on off-transect going to station 87/60.  Array retrieved.
ET,7/17/2015 20:00,33.10683,-120.249,KW,AD,,,Off,Off,Sunset.  End of day.  Ending mid-transit on off-transect going to station 87/60.  Array retrieved.
C,7/18/2015 0:00,33.06288,-120.3053,,,,,Off,Off,Begin day in Port Hueneme.  No science.  All science stopped for broken generator.  Back to work on 7/19/2015 when generator is fixed.
B,7/19/2015 8:10,34.28817,-120.0305,KW,AD,294,270,On,Off,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
SB,7/19/2015 8:10,34.28817,-120.0305,KW,AD,294,270,On,Off,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
SE,7/19/2015 8:10,34.28817,-120.0305,KW,AD,294,270,On,Off,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
ST,7/19/2015 8:10,34.28817,-120.0305,KW,AD,294,270,On,Off,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
W,7/19/2015 8:10,34.28817,-120.0305,KW,AD,294,270,On,Off,"begin day.  Leaving station 82/47, going to SCCOOS 80/50.5.  Array deployed."
SB,7/19/2015 8:20,34.2915,-120.06317,KW,AD,290,25,On,Off,
SE,7/19/2015 8:20,34.2915,-120.06317,KW,AD,290,25,On,Off,
W,7/19/2015 8:20,34.2915,-120.06317,KW,AD,290,25,On,Off,
SH,7/19/2015 8:22,34.29433,-120.07033,KW,AD,290,,On,Off,Large ship.
SB,7/19/2015 8:22,34.29433,-120.07033,KW,AD,290,330,On,Off,Very large-spread group.  
W,7/19/2015 8:22,34.29433,-120.07033,KW,AD,290,330,On,Off,Very large-spread group.  
SB,7/19/2015 8:47,34.32783,-120.16617,KW,AD,290,1,On,Off,
SE,7/19/2015 8:47,34.32783,-120.16617,KW,AD,290,1,On,Off,
SE,7/19/2015 9:00,34.344,-120.21167,KW,AD,290,330,On,Off,
SB,7/19/2015 9:26,34.381,-120.31,KW,AD,300,33,On,Off,
SE,7/19/2015 9:26,34.381,-120.31,KW,AD,300,33,On,Off,
W,7/19/2015 9:26,34.381,-120.31,KW,AD,300,33,On,Off,
SB,7/19/2015 9:53,34.41433,-120.41183,KW,AD,300,28,On,Off,
SE,7/19/2015 9:53,34.41433,-120.41183,KW,AD,300,28,On,Off,
W,7/19/2015 9:53,34.41433,-120.41183,KW,AD,300,28,On,Off,
SB,7/19/2015 10:01,34.4255,-120.44417,KW,AD,300,16,On,Off,
SE,7/19/2015 10:01,34.4255,-120.44417,KW,AD,300,16,On,Off,
W,7/19/2015 10:01,34.4255,-120.44417,KW,AD,300,16,On,Off,
OO,7/19/2015 10:01,34.4255,-120.44417,KW,KW,,,Off,Off,AD down to retrieve array.
SB,7/19/2015 10:09,34.43933,-120.47167,KW,KW,300,1,Off,Off,
SE,7/19/2015 10:09,34.43933,-120.47167,KW,KW,300,1,Off,Off,
W,7/19/2015 10:09,34.43933,-120.47167,KW,KW,300,1,Off,Off,
SB,7/19/2015 10:17,34.45933,-120.487,KW,KW,300,43,Off,Off,
SE,7/19/2015 10:17,34.45933,-120.487,KW,KW,300,43,Off,Off,
W,7/19/2015 10:17,34.45933,-120.487,KW,KW,300,43,Off,Off,
C,7/19/2015 10:17,34.45933,-120.487,,,,,On,Off,7-9 otters in kelp off Point Conception
ET,7/19/2015 10:17,34.45933,-120.487,KW,KW,,,On,Off,On SCCOOS 80/50.5.  
PINN,7/19/2015 10:17,34.45933,-120.487,,,290,133,On,Off,Accumulative ZaCa count nearshore.
ST,7/19/2015 10:50,34.46483,-120.49817,KW,AD,240,,On,Off,"Leaving SCCOOS 80/50.5, going to station 80/51"
W,7/19/2015 10:50,34.46483,-120.49817,KW,AD,240,,On,Off,"Leaving SCCOOS 80/50.5, going to station 80/51"
ET,7/19/2015 10:57,34.45167,-120.52233,KW,AD,,,Off,Off,
ST,7/19/2015 12:22,34.44533,-120.51833,KW,AD,310,,On,Off,"Leaving station 80/51, going to station SCCOOS 76/49."
W,7/19/2015 12:22,34.44533,-120.51833,KW,AD,310,,On,Off,"Leaving station 80/51, going to station SCCOOS 76/49."
W,7/19/2015 12:46,34.48133,-120.57633,KW,AD,310,,On,Off,
SB,7/19/2015 13:07,34.52383,-120.63967,KW,AD,310,1,On,Off,
SE,7/19/2015 13:07,34.52383,-120.63967,KW,AD,310,1,On,Off,
W,7/19/2015 13:07,34.52383,-120.63967,KW,AD,310,1,On,Off,
P,7/19/2015 13:39,34.60338,-120.70489,KW,AD,340,,On,Off,ship changing course
W,7/19/2015 13:39,34.60338,-120.70489,KW,AD,340,,On,Off,ship changing course
SB,7/19/2015 13:53,34.64876,-120.71174,KW,AD,280,4,On,Off,
SE,7/19/2015 13:53,34.64876,-120.71174,KW,AD,280,4,On,Off,
W,7/19/2015 13:53,34.64876,-120.71174,KW,AD,280,4,On,Off,
SB,7/19/2015 14:13,34.7131,-120.72026,KW,AD,0,2,On,Off,
SE,7/19/2015 14:13,34.7131,-120.72026,KW,AD,0,2,On,Off,
W,7/19/2015 14:13,34.7131,-120.72026,KW,AD,0,2,On,Off,
SB,7/19/2015 14:23,34.74533,-120.726,KW,AD,0,1,On,Off,
SE,7/19/2015 14:23,34.74533,-120.726,KW,AD,0,1,On,Off,
W,7/19/2015 14:23,34.74533,-120.726,KW,AD,0,1,On,Off,
SB,7/19/2015 14:26,34.7555,-120.7285,KW,AD,0,1,On,Off,
SE,7/19/2015 14:26,34.7555,-120.7285,KW,AD,0,1,On,Off,
W,7/19/2015 14:26,34.7555,-120.7285,KW,AD,0,1,On,Off,
SB,7/19/2015 14:32,34.7745,-120.73333,KW,AD,0,1,On,Off,
SE,7/19/2015 14:32,34.7745,-120.73333,KW,AD,0,1,On,Off,
W,7/19/2015 14:32,34.7745,-120.73333,KW,AD,0,1,On,Off,
SB,7/19/2015 14:49,34.8295,-120.741,KW,AD,0,1,On,Off,
SE,7/19/2015 14:49,34.8295,-120.741,KW,AD,0,1,On,Off,
W,7/19/2015 14:49,34.8295,-120.741,KW,AD,0,1,On,Off,
SB,7/19/2015 14:55,34.851,-120.74333,KW,AD,0,12,On,Off,
SE,7/19/2015 14:55,34.851,-120.74333,KW,AD,0,12,On,Off,
W,7/19/2015 14:55,34.851,-120.74333,KW,AD,0,12,On,Off,
SB,7/19/2015 14:59,34.8645,-120.74483,KW,AD,0,72,On,Off,
W,7/19/2015 14:59,34.8645,-120.74483,KW,AD,0,72,On,Off,
SB,7/19/2015 14:59,34.8645,-120.74483,KW,AD,0,7,On,Off,
SE,7/19/2015 14:59,34.8645,-120.74483,KW,AD,0,7,On,Off,
W,7/19/2015 14:59,34.8645,-120.74483,KW,AD,0,7,On,Off,
SB,7/19/2015 15:22,34.93583,-120.75433,KW,AD,0,2,On,Off,
SE,7/19/2015 15:22,34.93583,-120.75433,KW,AD,0,2,On,Off,
SE,7/19/2015 15:25,34.94533,-120.75583,KW,AD,0,72,On,Off,
SB,7/19/2015 15:34,34.97283,-120.76033,KW,AD,350,460,On,Off,
SE,7/19/2015 15:34,34.97283,-120.76033,KW,AD,350,460,On,Off,
W,7/19/2015 15:34,34.97283,-120.76033,KW,AD,350,460,On,Off,
SB,7/19/2015 15:36,34.98217,-120.76183,KW,AD,350,1,On,Off,
SE,7/19/2015 15:36,34.98217,-120.76183,KW,AD,350,1,On,Off,
W,7/19/2015 15:36,34.98217,-120.76183,KW,AD,350,1,On,Off,
SB,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,1,On,Off,
SE,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,1,On,Off,
W,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,1,On,Off,
SB,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,3,On,Off,
SE,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,3,On,Off,
W,7/19/2015 15:41,34.99917,-120.76433,KW,AD,355,3,On,Off,
SB,7/19/2015 15:47,35.01517,-120.76667,KW,AD,355,12,On,Off,
SE,7/19/2015 15:47,35.01517,-120.76667,KW,AD,355,12,On,Off,
W,7/19/2015 15:47,35.01517,-120.76667,KW,AD,355,12,On,Off,
SB,7/19/2015 16:04,35.06917,-120.7745,KW,AD,355,4,On,Off,
SE,7/19/2015 16:04,35.06917,-120.7745,KW,AD,355,4,On,Off,
W,7/19/2015 16:04,35.06917,-120.7745,KW,AD,355,4,On,Off,
OO,7/19/2015 16:04,35.06917,-120.7745,KW,KW,,,Off,Off,AD down to retrieve array.  Two sonbuoys deployed.
SB,7/19/2015 16:08,35.08267,-120.7765,KW,KW,355,3,Off,Off,
SE,7/19/2015 16:08,35.08267,-120.7765,KW,KW,355,3,Off,Off,
W,7/19/2015 16:08,35.08267,-120.7765,KW,KW,355,3,Off,Off,
ET,7/19/2015 16:11,35.08733,-120.7775,KW,KW,,,On,Off,On SCCOOS 76/49.  Two sonobuoys deployed.
PINN,7/19/2015 16:11,35.08733,-120.7775,KW,AD,350,145,On,Off,Accumulative ZaCa count.
