Event Code,Date/Time         (Local),DecLat,DecLong,Port     Obs,Stbd     Obs,Ship Heading Tru,Best,Effort (ON/OFF),Transect (ON/OFF),Comments
ST,7/19/2015 17:18,35.0965,-120.77933,KW,AD,230,,On,On,"Leaving SCCOOS 76/49, going to station 76/51.  No array."
W,7/19/2015 17:18,35.0965,-120.77933,KW,AD,230,,On,On,"Leaving SCCOOS 76/49, going to station 76/51.  No array."
OO,7/19/2015 17:46,35.0425,-120.87417,KW,KW,240,,Off,On,AD down to deploy 2 sonobuoys.  One observer on.
W,7/19/2015 17:46,35.0425,-120.87417,KW,KW,240,,Off,On,AD down to deploy 2 sonobuoys.  One observer on.
E,7/19/2015 17:59,35.0225,-120.91583,KW,KW,,,Off,On,On station 76/51.  Two sonobuoys deployed.
ET,7/19/2015 17:59,35.0225,-120.91583,KW,KW,,,Off,On,On station 76/51.  Two sonobuoys deployed.
B,7/20/2015 8:26,34.39133,-122.279,AD,KW,240,,On,On,"Begin day.  Leaving station 76/70, going to station 76/80.  Two sonobuoys had already been deployed at this station.  Array deployed."
ST,7/20/2015 8:26,34.39133,-122.279,AD,KW,240,,On,On,"Begin day.  Leaving station 76/70, going to station 76/80.  Two sonobuoys had already been deployed at this station.  Array deployed."
W,7/20/2015 8:26,34.39133,-122.279,AD,KW,240,,On,On,"Begin day.  Leaving station 76/70, going to station 76/80.  Two sonobuoys had already been deployed at this station.  Array deployed."
SB,7/20/2015 8:39,34.37083,-122.31817,AD,KW,240,1,On,On,"tall narrow blow, likely fin or blue whale"
SE,7/20/2015 8:39,34.37083,-122.31817,AD,KW,240,1,On,On,"tall narrow blow, likely fin or blue whale"
W,7/20/2015 8:39,34.37083,-122.31817,AD,KW,240,1,On,On,"tall narrow blow, likely fin or blue whale"
SB,7/20/2015 8:47,34.35367,-122.34783,AD,KW,240,1,On,On,
SE,7/20/2015 8:47,34.35367,-122.34783,AD,KW,240,1,On,On,
W,7/20/2015 8:47,34.35367,-122.34783,AD,KW,240,1,On,On,
SB,7/20/2015 8:54,34.34167,-122.3695,AD,KW,240,1,On,On,
SE,7/20/2015 8:54,34.34167,-122.3695,AD,KW,240,1,On,On,
W,7/20/2015 8:54,34.34167,-122.3695,AD,KW,240,1,On,On,
SB,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,1,On,On,
SE,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,1,On,On,
W,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,1,On,On,
SB,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,16,On,On,
SE,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,16,On,On,
W,7/20/2015 9:03,34.32483,-122.40083,AD,KW,240,16,On,On,
SB,7/20/2015 9:17,34.29933,-122.44767,AD,KW,240,1,On,On,
SE,7/20/2015 9:17,34.29933,-122.44767,AD,KW,240,1,On,On,
W,7/20/2015 9:17,34.29933,-122.44767,AD,KW,240,1,On,On,
SB,7/20/2015 9:18,34.29817,-122.45017,AD,KW,241,1,On,On,
SE,7/20/2015 9:18,34.29817,-122.45017,AD,KW,241,1,On,On,
W,7/20/2015 9:18,34.29817,-122.45017,AD,KW,241,1,On,On,
SB,7/20/2015 9:24,34.287,-122.47183,AD,KW,240,1,On,On,
SE,7/20/2015 9:24,34.287,-122.47183,AD,KW,240,1,On,On,
W,7/20/2015 9:24,34.287,-122.47183,AD,KW,240,1,On,On,
PINN,7/20/2015 9:56,34.23367,-122.5785,AD,KW,240,1,On,On,
SB,7/20/2015 10:40,34.16017,-122.72217,AD,KW,240,1,On,On,
SE,7/20/2015 10:40,34.16017,-122.72217,AD,KW,240,1,On,On,
W,7/20/2015 10:40,34.16017,-122.72217,AD,KW,240,1,On,On,
SB,7/20/2015 11:04,34.11783,-122.80733,AD,KW,240,1,On,On,
SE,7/20/2015 11:04,34.11783,-122.80733,AD,KW,240,1,On,On,
W,7/20/2015 11:04,34.11783,-122.80733,AD,KW,240,1,On,On,
OO,7/20/2015 11:24,34.08528,-122.87067,KW,KW,240,,Off,On,AD down for array retrieval.  One observer on.
W,7/20/2015 11:24,34.08528,-122.87067,KW,KW,240,,Off,On,AD down for array retrieval.  One observer on.
SB,7/20/2015 11:32,34.0725,-122.89983,KW,KW,240,1,Off,On,
SE,7/20/2015 11:32,34.0725,-122.89983,KW,KW,240,1,Off,On,
W,7/20/2015 11:32,34.0725,-122.89983,KW,KW,240,1,Off,On,
SB,7/20/2015 11:38,34.06217,-122.92233,KW,KW,243,1,Off,On,
SE,7/20/2015 11:38,34.06217,-122.92233,KW,KW,243,1,Off,On,
W,7/20/2015 11:38,34.06217,-122.92233,KW,KW,243,1,Off,On,
ET,7/20/2015 11:48,34.05543,-122.94159,KW,KW,,,Off,On,On station 76/80.  Two sonobuoys deployed.
SB,7/20/2015 13:46,34.05892,-122.96934,AD,KW,240,1,On,On,"Leaving station 76/80, going to station 76/90.  Array deployed."
SE,7/20/2015 13:46,34.05892,-122.96934,AD,KW,240,1,On,On,"Leaving station 76/80, going to station 76/90.  Array deployed."
ST,7/20/2015 13:46,34.05892,-122.96934,AD,KW,240,1,On,On,"Leaving station 76/80, going to station 76/90.  Array deployed."
W,7/20/2015 13:46,34.05892,-122.96934,AD,KW,240,1,On,On,"Leaving station 76/80, going to station 76/90.  Array deployed."
SB,7/20/2015 14:00,34.02925,-123.01175,AD,KW,240,2,On,On,
SE,7/20/2015 14:00,34.02925,-123.01175,AD,KW,240,2,On,On,
W,7/20/2015 14:00,34.02925,-123.01175,AD,KW,240,2,On,On,
OC,7/20/2015 15:11,33.91,-123.25195,AD,KW,240,,On,On,"Very dark sky because of rain and clouds, which makes it hard to see.  Observing inside wheelhouse due to rain."
W,7/20/2015 15:11,33.91,-123.25195,AD,KW,240,,On,On,"Very dark sky because of rain and clouds, which makes it hard to see.  Observing inside wheelhouse due to rain."
SB,7/20/2015 15:53,33.836,-123.39717,AD,KW,240,1,On,On,
SE,7/20/2015 15:53,33.836,-123.39717,AD,KW,240,1,On,On,
W,7/20/2015 15:53,33.836,-123.39717,AD,KW,240,1,On,On,
SB,7/20/2015 16:01,33.825,-123.4195,AD,KW,240,1,On,On,
SE,7/20/2015 16:01,33.825,-123.4195,AD,KW,240,1,On,On,
W,7/20/2015 16:01,33.825,-123.4195,AD,KW,240,1,On,On,
W,7/20/2015 16:42,33.75967,-123.55683,AD,KW,242,,On,On,
OO,7/20/2015 16:47,33.75067,-123.57367,KW,KW,240,,Off,On,AD down to retrieve array.  Two sonobuoys deployed.
W,7/20/2015 16:47,33.75067,-123.57367,KW,KW,240,,Off,On,AD down to retrieve array.  Two sonobuoys deployed.
E,7/20/2015 17:02,33.72633,-123.62583,KW,KW,,,Off,On,On station 76/90.  Ending observations in wheel house because of rain.  
ET,7/20/2015 17:02,33.72633,-123.62583,KW,KW,,,Off,On,On station 76/90.  Ending observations in wheel house because of rain.  
B,7/21/2015 8:26,33.17456,-123.20795,KW,AD,60,,On,On,Begin day.  Leaving station 80/90.  Two sonobuoys were already deployed at this station.  Going to station 80/80.  Array deployed.
ST,7/21/2015 8:26,33.17456,-123.20795,KW,AD,60,,On,On,Begin day.  Leaving station 80/90.  Two sonobuoys were already deployed at this station.  Going to station 80/80.  Array deployed.
W,7/21/2015 8:26,33.17456,-123.20795,KW,AD,60,,On,On,Begin day.  Leaving station 80/90.  Two sonobuoys were already deployed at this station.  Going to station 80/80.  Array deployed.
W,7/21/2015 9:45,33.2916,-122.94925,KW,AD,60,,On,On,
W,7/21/2015 10:39,33.37572,-122.76849,KW,AD,60,,On,On,
OO,7/21/2015 11:31,33.45407,-122.59763,KW,KW,60,,Off,On,AD down to retrieve array.  Two sonobuoys deployed.
ET,7/21/2015 11:50,33.48083,-122.53567,KW,KW,,,Off,On,On station 80/80.  
ST,7/21/2015 13:44,33.498,-122.5405,KW,AD,60,,On,On,"Leaving station 80/80, going to station 80/70.  Array deployed."
W,7/21/2015 14:24,33.54167,-122.45,KW,AD,65,,On,On,
SB,7/21/2015 16:07,33.69367,-122.09433,KW,AD,60,1,On,On,
SE,7/21/2015 16:07,33.69367,-122.09433,KW,AD,60,1,On,On,
W,7/21/2015 16:07,33.69367,-122.09433,KW,AD,60,1,On,On,
SB,7/21/2015 16:34,33.73867,-122.0035,KW,AD,60,1,On,On,
SE,7/21/2015 16:34,33.73867,-122.0035,KW,AD,60,1,On,On,
W,7/21/2015 16:34,33.73867,-122.0035,KW,AD,60,1,On,On,
SB,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,2,On,On,
SE,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,2,On,On,
W,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,2,On,On,
SB,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,10,On,On,
SE,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,10,On,On,
W,7/21/2015 16:43,33.75283,-121.97183,KW,AD,60,10,On,On,
OO,7/21/2015 17:03,33.78283,-121.90667,KW,KW,60,,Off,On,AD down to retrieve array.  Two sonobouys deployed.
SB,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
SE,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
W,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
SB,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
SE,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
W,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,3,Off,On,
SB,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,2,Off,On,
SE,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,2,Off,On,
W,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,2,Off,On,
E,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,,Off,On,End of day.
ET,7/21/2015 17:22,33.81583,-121.8435,KW,KW,60,,Off,On,On station 80/70.  Two sonobuoys deployed.
B,7/22/2015 6:15,34.2595,-120.73867,AD,KW,140,1,On,Off,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
SB,7/22/2015 6:15,34.2595,-120.73867,AD,KW,140,1,On,Off,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
SE,7/22/2015 6:15,34.2595,-120.73867,AD,KW,140,1,On,Off,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
ST,7/22/2015 6:15,34.2595,-120.73867,AD,KW,140,1,On,Off,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
W,7/22/2015 6:15,34.2595,-120.73867,AD,KW,140,1,On,Off,Begin day.  Array deployed.  Transiting south to station 83/51.  Off-transect.
SB,7/22/2015 6:37,34.21167,-120.68733,AD,KW,140,20,On,Off,Accumulative count across 34 minutes.  Camera card #2.
W,7/22/2015 6:37,34.21167,-120.68733,AD,KW,140,20,On,Off,Accumulative count across 34 minutes.  Camera card #2.
SB,7/22/2015 6:37,34.21167,-120.68733,AD,KW,140,27,On,Off,Camera card #2.
SE,7/22/2015 6:37,34.21167,-120.68733,AD,KW,140,27,On,Off,Camera card #2.
W,7/22/2015 6:37,34.21167,-120.68733,AD,KW,140,27,On,Off,Camera card #2.
SB,7/22/2015 6:56,34.166,-120.638,AD,KW,140,13,On,Off,Camera card #2.
SE,7/22/2015 6:56,34.166,-120.638,AD,KW,140,13,On,Off,Camera card #2.
W,7/22/2015 6:56,34.166,-120.638,AD,KW,140,13,On,Off,Camera card #2.
SE,7/22/2015 7:13,34.12767,-120.59783,AD,KW,140,20,On,Off,Camera card #2.
SB,7/22/2015 7:19,34.11283,-120.58217,AD,KW,140,1,On,Off,
SE,7/22/2015 7:19,34.11283,-120.58217,AD,KW,140,1,On,Off,
W,7/22/2015 7:19,34.11283,-120.58217,AD,KW,140,1,On,Off,
SB,7/22/2015 7:46,34.04917,-120.52233,AD,KW,140,7,On,Off,Blows the size of blue whales or fin whales.
SE,7/22/2015 7:46,34.04917,-120.52233,AD,KW,140,7,On,Off,Blows the size of blue whales or fin whales.
W,7/22/2015 7:46,34.04917,-120.52233,AD,KW,140,7,On,Off,Blows the size of blue whales or fin whales.
SB,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,25,On,Off,
SE,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,25,On,Off,
W,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,25,On,Off,
P,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,2,On,Off,Note ship turn. 
SB,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,2,On,Off,Note ship turn. 
SE,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,2,On,Off,Note ship turn. 
W,7/22/2015 8:00,34.018,-120.48683,AD,KW,120,2,On,Off,Note ship turn. 
PINN,7/22/2015 8:24,33.98667,-120.41117,AD,KW,120,1,On,Off,
W,7/22/2015 8:24,33.98667,-120.41117,AD,KW,120,1,On,Off,
SB,7/22/2015 8:37,33.97067,-120.36867,AD,KW,110,1,On,Off,
SE,7/22/2015 8:37,33.97067,-120.36867,AD,KW,110,1,On,Off,
W,7/22/2015 8:37,33.97067,-120.36867,AD,KW,110,1,On,Off,
PINN,7/22/2015 8:43,33.963,-120.3475,AD,KW,115,1,On,Off,
W,7/22/2015 8:43,33.963,-120.3475,AD,KW,115,1,On,Off,
SB,7/22/2015 8:55,33.94783,-120.308,AD,KW,115,9,On,Off,
SE,7/22/2015 8:55,33.94783,-120.308,AD,KW,115,9,On,Off,
W,7/22/2015 8:55,33.94783,-120.308,AD,KW,115,9,On,Off,
SB,7/22/2015 9:05,33.93467,-120.27533,AD,KW,115,6,On,Off,
SE,7/22/2015 9:05,33.93467,-120.27533,AD,KW,115,6,On,Off,
W,7/22/2015 9:05,33.93467,-120.27533,AD,KW,115,6,On,Off,
SB,7/22/2015 9:09,33.9285,-120.26,AD,KW,120,1,On,Off,"most likely a blue whale, based on blow"
SE,7/22/2015 9:09,33.9285,-120.26,AD,KW,120,1,On,Off,"most likely a blue whale, based on blow"
W,7/22/2015 9:09,33.9285,-120.26,AD,KW,120,1,On,Off,"most likely a blue whale, based on blow"
SB,7/22/2015 9:21,33.91183,-120.2195,AD,KW,120,1,On,Off,
SE,7/22/2015 9:21,33.91183,-120.2195,AD,KW,120,1,On,Off,
W,7/22/2015 9:21,33.91183,-120.2195,AD,KW,120,1,On,Off,
OO,7/22/2015 9:32,33.89717,-120.18117,KW,KW,120,,Off,Off,AD down for array retrieval.  One observer.
W,7/22/2015 9:32,33.89717,-120.18117,KW,KW,120,,Off,Off,AD down for array retrieval.  One observer.
SB,7/22/2015 9:44,33.88133,-120.14083,KW,KW,120,240,Off,Off,"Possible Tt or Dspp in group, 40-50%."
SE,7/22/2015 9:44,33.88133,-120.14083,KW,KW,120,240,Off,Off,"Possible Tt or Dspp in group, 40-50%."
W,7/22/2015 9:44,33.88133,-120.14083,KW,KW,120,240,Off,Off,"Possible Tt or Dspp in group, 40-50%."
ET,7/22/2015 9:46,33.87833,-120.13333,KW,KW,120,,Off,On,On station 83/51.  No sonobuoys because it's an MPA.
PINN,7/22/2015 9:46,33.87833,-120.13333,KW,KW,120,23,On,Off,Accumulative ZaCa count near shore.
ST,7/22/2015 11:18,33.8605,-120.154,AD,KW,240,30,On,On,"Leaving station 83/51, going to station 83/55."
W,7/22/2015 11:18,33.8605,-120.154,AD,KW,240,30,On,On,"Leaving station 83/51, going to station 83/55."
SB,7/22/2015 11:56,33.8035,-120.28383,AD,KW,240,1,On,On,
SE,7/22/2015 11:56,33.8035,-120.28383,AD,KW,240,1,On,On,
W,7/22/2015 11:56,33.8035,-120.28383,AD,KW,240,1,On,On,
SB,7/22/2015 12:05,33.7895,-120.31567,AD,KW,240,1,On,On,
SE,7/22/2015 12:05,33.7895,-120.31567,AD,KW,240,1,On,On,
W,7/22/2015 12:05,33.7895,-120.31567,AD,KW,240,1,On,On,
SB,7/22/2015 12:08,33.78533,-120.325,AD,KW,240,9,On,On,
SE,7/22/2015 12:08,33.78533,-120.325,AD,KW,240,9,On,On,
W,7/22/2015 12:08,33.78533,-120.325,AD,KW,240,9,On,On,
OO,7/22/2015 12:15,33.77433,-120.349,KW,KW,240,1,Off,On,AD down for array retrieval.  One observer on.  
SB,7/22/2015 12:15,33.77433,-120.349,KW,KW,240,1,Off,On,AD down for array retrieval.  One observer on.  
SE,7/22/2015 12:15,33.77433,-120.349,KW,KW,240,1,Off,On,AD down for array retrieval.  One observer on.  
W,7/22/2015 12:15,33.77433,-120.349,KW,KW,240,1,Off,On,AD down for array retrieval.  One observer on.  
SB,7/22/2015 12:16,33.77433,-120.35383,KW,KW,240,8,Off,On,
SE,7/22/2015 12:16,33.77433,-120.35383,KW,KW,240,8,Off,On,
W,7/22/2015 12:16,33.77433,-120.35383,KW,KW,240,8,Off,On,
ET,7/22/2015 12:33,33.74533,-120.407,KW,KW,240,2,Off,On,On station 83/55.  Two sonobuoys deployed.
SB,7/22/2015 12:33,33.74533,-120.407,KW,KW,240,2,Off,On,
SE,7/22/2015 12:33,33.74533,-120.407,KW,KW,240,2,Off,On,
W,7/22/2015 12:33,33.74533,-120.407,KW,KW,240,2,Off,On,
ST,7/22/2015 14:30,33.72667,-120.41983,AD,KW,240,,On,On,"Leaving station 83/55, going to station 83/60.  Array deployed."
W,7/22/2015 14:30,33.72667,-120.41983,AD,KW,240,,On,On,"Leaving station 83/55, going to station 83/60.  Array deployed."
SB,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,1,On,On,
SE,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,1,On,On,
W,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,1,On,On,
SB,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,2,On,On,
SE,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,2,On,On,
W,7/22/2015 14:36,33.7155,-120.44617,AD,KW,240,2,On,On,
SB,7/22/2015 14:42,33.70867,-120.46183,AD,KW,240,17,On,On,
SE,7/22/2015 14:42,33.70867,-120.46183,AD,KW,240,17,On,On,
W,7/22/2015 14:42,33.70867,-120.46183,AD,KW,240,17,On,On,
OC,7/22/2015 14:49,33.69917,-120.48483,AD,KW,240,,On,On,Observers in wheel house due to rain.
W,7/22/2015 14:49,33.69917,-120.48483,AD,KW,240,,On,On,Observers in wheel house due to rain.
OC,7/22/2015 15:05,33.675,-120.54,AD,KW,240,,On,On,Observers back outside.
W,7/22/2015 15:05,33.675,-120.54,AD,KW,240,,On,On,Observers back outside.
SB,7/22/2015 15:08,33.66967,-120.53683,AD,KW,240,2,On,On,tall blow like fin or blue whale
SE,7/22/2015 15:08,33.66967,-120.53683,AD,KW,240,2,On,On,tall blow like fin or blue whale
W,7/22/2015 15:08,33.66967,-120.53683,AD,KW,240,2,On,On,tall blow like fin or blue whale
SB,7/22/2015 15:19,33.65433,-120.591,AD,KW,240,1,On,On,
SE,7/22/2015 15:19,33.65433,-120.591,AD,KW,240,1,On,On,
W,7/22/2015 15:19,33.65433,-120.591,AD,KW,240,1,On,On,
SB,7/22/2015 15:23,33.64967,-120.60433,AD,KW,240,1,On,On,
SE,7/22/2015 15:23,33.64967,-120.60433,AD,KW,240,1,On,On,
W,7/22/2015 15:23,33.64967,-120.60433,AD,KW,240,1,On,On,
SB,7/22/2015 15:33,33.63333,-120.64017,AD,KW,240,1,On,On,
SE,7/22/2015 15:33,33.63333,-120.64017,AD,KW,240,1,On,On,
W,7/22/2015 15:33,33.63333,-120.64017,AD,KW,240,1,On,On,
PINN,7/22/2015 15:46,33.6115,-120.6855,AD,KW,240,1,On,On,
W,7/22/2015 15:46,33.6115,-120.6855,AD,KW,240,1,On,On,
OO,7/22/2015 15:54,33.60117,-120.7075,KW,KW,240,,Off,On,AD down for array retrieval.
SB,7/22/2015 16:01,33.58933,-120.732,KW,KW,240,1,Off,On,
SE,7/22/2015 16:01,33.58933,-120.732,KW,KW,240,1,Off,On,
W,7/22/2015 16:01,33.58933,-120.732,KW,KW,240,1,Off,On,
ET,7/22/2015 16:07,33.5975,-120.7495,KW,KW,240,,Off,On,On station 83/60.  Two sonobuoys deployed.
ST,7/22/2015 18:09,33.58283,-120.77183,AD,KW,240,,On,On,"Leaving station 83/60, going to 83/70.  Array deployed."
W,7/22/2015 18:09,33.58283,-120.77183,AD,KW,240,,On,On,"Leaving station 83/60, going to 83/70.  Array deployed."
SB,7/22/2015 19:27,33.45017,-121.0185,AD,KW,240,1,On,On,
SE,7/22/2015 19:27,33.45017,-121.0185,AD,KW,240,1,On,On,
W,7/22/2015 19:27,33.45017,-121.0185,AD,KW,240,1,On,On,
SB,7/22/2015 19:50,33.41317,-121.09417,AD,KW,240,2,On,On,"possibly fin whale based on color, but possibly blue whale based on tiny dorsal fin."
SE,7/22/2015 19:50,33.41317,-121.09417,AD,KW,240,2,On,On,"possibly fin whale based on color, but possibly blue whale based on tiny dorsal fin."
W,7/22/2015 19:50,33.41317,-121.09417,AD,KW,240,2,On,On,"possibly fin whale based on color, but possibly blue whale based on tiny dorsal fin."
E,7/22/2015 20:02,33.3945,-121.13167,AD,KW,240,,Off,On,End of day.  Sunset.  Ending mid-transit to station 83/70.
ET,7/22/2015 20:02,33.3945,-121.13167,AD,KW,240,,Off,On,End of day.  Sunset.  Ending mid-transit to station 83/70.
B,7/23/2015 6:16,32.81517,-122.36317,KW,AD,240,,On,On,Begin day.  Array already deployed.  Going to station 83/90 from 83/80.  Still poor light.
ST,7/23/2015 6:16,32.81517,-122.36317,KW,AD,240,,On,On,Begin day.  Array already deployed.  Going to station 83/90 from 83/80.  Still poor light.
W,7/23/2015 6:16,32.81517,-122.36317,KW,AD,240,,On,On,Begin day.  Array already deployed.  Going to station 83/90 from 83/80.  Still poor light.
W,7/23/2015 6:51,32.74983,-122.4755,KW,AD,240,,On,On,
OO,7/23/2015 8:15,32.6035,-122.74517,KW,KW,240,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
W,7/23/2015 8:15,32.6035,-122.74517,KW,KW,240,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
ET,7/23/2015 8:36,32.5675,-122.80617,KW,KW,240,,Off,On,On station 83/90.
ST,7/23/2015 10:59,32.57283,-122.82367,KW,AD,240,,On,On,"Leaving station 83/90, going to station 83/100."
W,7/23/2015 13:03,32.378,-123.21283,KW,AD,240,,On,On,
ET,7/23/2015 14:23,32.24533,-123.48767,KW,KW,,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
ST,7/23/2015 16:17,32.2485,-123.49817,KW,AD,150,,On,Off,"Leaving station 83/90, going south to line 86/100, off-transect transit."
W,7/23/2015 16:17,32.2485,-123.49817,KW,AD,150,,On,Off,"Leaving station 83/90, going south to line 86/100, off-transect transit."
W,7/23/2015 18:04,31.96183,-123.2865,KW,AD,150,,On,Off,
PINN,7/23/2015 18:37,31.869,-123.22617,KW,AD,150,1,On,Off,
W,7/23/2015 18:37,31.869,-123.22617,KW,AD,150,1,On,Off,
OO,7/23/2015 19:34,31.711,-123.11767,KW,KW,150,,Off,Off,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
E,7/23/2015 19:48,31.67667,-123.08633,KW,KW,150,,Off,On,On station 86/100.  Also sunset.  End of day.
ET,7/23/2015 19:48,31.67667,-123.08633,KW,KW,150,,Off,On,On station 86/100.  
B,7/24/2015 8:41,32.33117,-121.72964,AD,KW,15,,On,On,"Begin day.  Array deployed.  Leaving station 86/70, going to station 86/60.  Two sonobuoys already deployed at 86/70.  "
ST,7/24/2015 8:41,32.33117,-121.72964,AD,KW,15,,On,On,"Begin day.  Array deployed.  Leaving station 86/70, going to station 86/60.  Two sonobuoys already deployed at 86/70.  "
W,7/24/2015 8:41,32.33117,-121.72964,AD,KW,15,,On,On,"Begin day.  Array deployed.  Leaving station 86/70, going to station 86/60.  Two sonobuoys already deployed at 86/70.  "
W,7/24/2015 9:31,32.40517,-121.57214,AD,KW,60,,On,On,
OO,7/24/2015 11:56,32.62835,-121.10487,KW,KW,60,,Off,On,AD down for array retrieval.  One observer on.  Two sonobuoys deployed.
ET,7/24/2015 12:12,32.65386,-121.05248,KW,KW,60,,Off,On,On station 86/60.
ST,7/24/2015 14:07,32.66488,-121.06461,AD,KW,90,,On,Off,Leaving station 86/60.  Finished with all stations.  Now transiting back to San Diego for end of cruise.
W,7/24/2015 14:07,32.66488,-121.06461,AD,KW,90,,On,Off,Leaving station 86/60.  Finished with all stations.  Now transiting back to San Diego for end of cruise.
T,7/24/2015 14:39,32.66428,-120.95789,AD,KW,90,1,On,Off,"loggerhead turtle, with 1 foot diameter shell."
OO,7/24/2015 15:46,32.65883,-120.696,KW,KW,90,,Off,Off,AD down for array retrieval & spooling array for end of cruise.  One observer on. 
E,7/24/2015 16:32,32.654,-120.51667,KW,KW,90,,Off,Off,Off all cruise observations.  
ET,7/24/2015 16:32,32.654,-120.51667,KW,KW,90,,Off,Off,Off all cruise observations.  
